PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
898,3,Passenger_898,male,42.2,4.0,1,59442,16.19,D133,,0
548,3,Passenger_548,male,56.6,3.0,4,84843,,D66,C,1
55,3,Passenger_55,male,25.9,1.0,3,36299,-11.09,A144,C,0
848,3,Passenger_848,female,18.6,2.0,1,51716,5.19,D95,C,0
339,3,Passenger_339,female,44.3,0.0,2,15887,14.35,E107,,0
472,3,Passenger_472,female,18.2,1.0,1,10890,116.59,C114,C,1
8,3,Passenger_8,male,37.9,2.0,3,37184,44.57,D64,S,0
94,3,Passenger_94,female,35.2,3.0,0,79068,121.15,D148,S,0
670,2,Passenger_670,male,30.3,2.0,0,88350,42.52,D120,S,1
591,1,Passenger_591,female,-7.8,4.0,2,49078,7.43,B91,,1
21,3,Passenger_21,male,32.5,3.0,3,40851,71.88,C86,S,1
805,2,Passenger_805,male,37.8,4.0,3,88078,92.28,nan66,C,1
647,3,Passenger_647,female,33.7,0.0,4,40135,53.19,D10,S,0
487,1,Passenger_487,female,27.4,0.0,0,31446,110.75,C28,S,0
246,3,Passenger_246,female,,2.0,4,96828,,nan56,S,0
27,1,Passenger_27,male,16.2,2.0,3,41517,-15.5,B131,S,0
678,2,Passenger_678,female,,0.0,4,35956,,B133,,0
640,2,Passenger_640,female,30.3,1.0,1,82299,108.86,,Q,0
282,2,Passenger_282,male,46.4,4.0,1,99383,-16.89,nan73,Q,0
143,3,Passenger_143,female,27.6,1.0,4,14340,45.71,A8,C,1
944,3,Passenger_944,male,-5.0,0.0,1,34347,43.42,,S,0
161,2,Passenger_161,male,30.8,3.0,4,37666,17.73,B55,,1
759,3,Passenger_759,female,,1.0,0,34161,41.79,nan136,Q,0
231,3,Passenger_231,female,36.4,1.0,3,16758,53.64,nan125,,0
330,2,Passenger_330,female,47.7,4.0,0,47827,86.64,nan40,,1
174,2,Passenger_174,female,50.9,4.0,3,54760,114.9,,C,0
826,3,Passenger_826,female,37.2,1.0,3,45064,-29.77,B94,S,0
258,3,Passenger_258,female,33.8,4.0,3,86737,58.86,C122,S,1
289,2,Passenger_289,male,47.3,0.0,4,93388,69.15,D99,S,0
323,3,Passenger_323,female,54.2,0.0,2,23333,59.42,C4,S,0
889,1,Passenger_889,male,25.4,3.0,3,28261,56.81,nan110,S,1
155,3,Passenger_155,female,,0.0,0,18365,,A23,S,0
406,3,Passenger_406,male,26.1,3.0,4,35303,95.88,B51,S,1
173,3,Passenger_173,male,27.0,1.0,2,47967,71.24,B2,S,0
96,3,Passenger_96,male,13.1,1.0,4,48121,83.12,B107,S,0
858,3,Passenger_858,male,1.9,3.0,2,55063,0.39,B102,S,0
983,1,Passenger_983,male,32.4,2.0,0,95456,89.83,E63,S,1
269,2,Passenger_269,male,26.9,0.0,1,91132,-12.14,C130,S,1
244,2,Passenger_244,female,40.1,1.0,2,86711,74.33,B55,,0
175,3,Passenger_175,male,32.1,4.0,2,47186,50.89,C148,S,0
786,3,Passenger_786,female,24.8,1.0,0,38800,25.6,nan71,C,0
967,3,Passenger_967,male,13.5,1.0,1,28979,,E36,S,0
565,2,Passenger_565,female,16.9,2.0,3,92397,46.0,nan130,S,0
940,3,Passenger_940,male,41.5,2.0,4,21805,87.88,D136,S,0
696,3,Passenger_696,female,20.6,2.0,0,54560,48.31,D40,S,0
846,2,Passenger_846,female,,2.0,0,70263,36.35,nan118,S,0
33,1,Passenger_33,male,21.6,1.0,0,68641,,,,1
405,2,Passenger_405,male,40.3,0.0,4,61408,5.6,nan68,C,1
485,3,Passenger_485,male,,3.0,2,25701,68.96,D7,C,1
176,1,Passenger_176,male,25.3,3.0,0,57373,-8.44,A78,S,1
360,3,Passenger_360,male,,3.0,3,17693,50.65,B27,S,1
662,3,Passenger_662,female,31.1,1.0,1,76960,2000.0,A30,S,0
381,1,Passenger_381,female,29.6,4.0,3,73544,61.16,E115,S,1
603,1,Passenger_603,female,31.1,0.0,3,98463,19.18,B29,S,1
817,3,Passenger_817,female,,4.0,3,73486,-25.5,E3,S,0
379,3,Passenger_379,male,13.6,3.0,1,75609,34.78,nan108,S,1
715,2,Passenger_715,female,48.3,4.0,0,87808,-24.48,,S,1
9,3,Passenger_9,male,38.3,2.0,0,41610,61.45,nan59,Q,0
852,3,Passenger_852,male,19.3,2.0,1,12533,22.78,D98,,1
480,3,Passenger_480,male,15.1,1.0,1,76341,44.14,A71,S,1
284,1,Passenger_284,female,11.8,0.0,4,51467,50.84,nan129,C,1
233,3,Passenger_233,female,58.2,4.0,4,36080,15.59,E28,S,0
587,1,Passenger_587,female,43.7,1.0,4,43847,58.7,B84,S,1
676,3,Passenger_676,male,35.1,1.0,0,89112,134.67,A107,S,1
403,3,Passenger_403,male,,3.0,1,81470,36.88,C118,S,0
650,3,Passenger_650,female,42.5,4.0,3,45541,80.41,A149,S,1
481,3,Passenger_481,male,30.3,3.0,3,12448,80.11,A21,S,1
697,2,Passenger_697,female,49.5,4.0,0,40838,52.66,B131,S,0
207,1,Passenger_207,male,29.6,4.0,1,46200,8.15,nan38,C,0
117,3,Passenger_117,male,62.5,0.0,1,56793,48.47,C134,S,1
304,3,Passenger_304,male,,3.0,4,17827,93.73,C121,S,0
744,3,Passenger_744,male,35.2,4.0,0,35623,39.78,E52,S,1
466,2,Passenger_466,male,45.1,3.0,1,69845,69.52,D77,S,0
739,2,Passenger_739,female,37.9,0.0,1,18727,43.6,D59,C,0
541,3,Passenger_541,male,34.9,1.0,3,80676,29.12,D145,C,0
616,3,Passenger_616,female,11.5,0.0,1,83668,,C126,S,0
691,2,Passenger_691,female,21.0,2.0,3,53341,1500.0,B61,S,1
238,1,Passenger_238,male,16.4,2.0,3,23423,62.59,C14,S,0
837,3,Passenger_837,female,29.6,4.0,4,25952,60.49,nan150,S,1
864,2,Passenger_864,male,11.7,4.0,4,16986,,,C,1
495,3,Passenger_495,male,34.7,1.0,3,28839,-15.82,E109,S,1
34,3,Passenger_34,female,,1.0,3,71671,54.08,C49,S,1
968,2,Passenger_968,male,45.6,4.0,0,19001,36.6,nan13,S,0
782,3,Passenger_782,female,24.5,2.0,2,53933,-10.85,,S,1
259,3,Passenger_259,female,51.4,4.0,0,73661,-4.73,C78,C,1
456,3,Passenger_456,male,74.7,0.0,4,15879,74.86,A120,S,1
385,3,Passenger_385,male,21.6,0.0,4,89316,-6.08,nan56,S,0
254,2,Passenger_254,female,60.3,3.0,3,35831,37.88,E118,S,1
767,3,Passenger_767,female,-5.4,4.0,3,46644,83.88,nan122,S,1
825,3,Passenger_825,female,43.3,4.0,0,58124,46.11,C12,S,0
916,2,Passenger_916,male,25.6,1.0,2,59877,,nan101,S,1
252,2,Passenger_252,male,37.8,0.0,4,99490,20.81,E47,S,0
335,1,Passenger_335,male,51.6,1.0,2,54739,13.18,D126,C,0
57,1,Passenger_57,female,20.6,3.0,4,67680,26.1,nan46,S,1
74,3,Passenger_74,female,66.1,2.0,2,94560,16.86,C128,C,1
151,3,Passenger_151,male,29.6,0.0,2,79964,38.93,D29,,1
631,3,Passenger_631,male,3.7,3.0,0,61678,72.53,A32,,1
108,3,Passenger_108,male,,3.0,3,50485,13.67,A14,C,1
97,3,Passenger_97,female,53.4,2.0,0,67936,39.51,nan17,,1
871,2,Passenger_871,female,41.3,4.0,1,88320,-18.85,C82,,1
326,3,Passenger_326,male,43.1,3.0,0,95530,-16.58,nan8,S,1
352,3,Passenger_352,male,27.3,2.0,1,55310,-8.51,,S,0
664,2,Passenger_664,male,20.9,4.0,1,82710,1000.0,nan144,S,0
428,3,Passenger_428,male,24.9,2.0,2,92008,23.89,D110,C,0
618,2,Passenger_618,male,29.5,1.0,3,89953,107.06,,S,1
653,3,Passenger_653,female,52.6,4.0,2,49641,56.68,nan25,S,0
502,3,Passenger_502,male,28.3,3.0,1,61318,44.23,B115,S,0
886,1,Passenger_886,male,45.7,4.0,0,75965,-20.68,D8,S,0
298,2,Passenger_298,male,35.3,3.0,3,87610,-9.59,B95,S,0
193,3,Passenger_193,female,37.6,2.0,0,42613,38.32,D96,S,1
66,3,Passenger_66,female,28.2,3.0,4,48844,35.35,,S,1
147,3,Passenger_147,male,30.4,3.0,3,92181,69.19,A10,C,1
42,3,Passenger_42,male,24.0,0.0,2,73494,95.37,B67,S,1
712,3,Passenger_712,male,27.0,4.0,4,78585,62.75,A1,,0
711,3,Passenger_711,female,14.5,1.0,0,34572,40.01,E54,S,1
103,2,Passenger_103,male,37.5,4.0,1,83006,,C126,S,0
760,3,Passenger_760,male,23.4,0.0,1,84221,3.07,D8,S,0
142,2,Passenger_142,female,43.9,0.0,0,11739,97.3,C132,S,0
490,3,Passenger_490,male,66.3,1.0,2,60972,84.57,nan106,S,1
452,3,Passenger_452,female,8.1,3.0,0,78064,27.79,D31,,0
471,1,Passenger_471,female,36.8,2.0,1,17254,45.34,D111,C,0
675,2,Passenger_675,male,21.4,2.0,1,45285,6.63,nan44,S,1
38,1,Passenger_38,male,37.7,3.0,0,96698,37.06,A8,S,0
794,3,Passenger_794,male,20.8,2.0,1,73731,104.65,D84,S,0
168,1,Passenger_168,male,28.0,1.0,2,28471,92.18,nan17,S,0
183,3,Passenger_183,male,36.1,0.0,3,14459,16.67,D142,S,0
876,1,Passenger_876,female,68.6,4.0,0,92101,26.44,A112,,0
349,2,Passenger_349,female,31.2,0.0,3,26543,24.43,D117,C,1
216,2,Passenger_216,female,27.1,0.0,2,39174,32.95,A90,S,1
473,1,Passenger_473,male,21.0,2.0,2,92526,14.63,E1,S,1
835,3,Passenger_835,male,34.9,4.0,4,28930,80.4,C67,S,1
137,3,Passenger_137,female,42.9,2.0,2,57775,-9.57,C83,S,0
742,2,Passenger_742,female,25.3,1.0,3,23698,155.51,D78,S,0
194,3,Passenger_194,male,40.6,2.0,3,59569,31.84,C67,S,1
6,1,Passenger_6,male,64.2,3.0,2,64692,,E36,S,1
976,2,Passenger_976,male,22.0,2.0,3,73272,54.35,C90,C,1
343,1,Passenger_343,male,18.5,4.0,0,86212,17.81,E123,S,0
545,3,Passenger_545,female,35.7,4.0,1,13243,19.59,B85,C,1
537,3,Passenger_537,male,16.0,3.0,4,11969,,E113,S,0
703,2,Passenger_703,female,,0.0,4,34253,44.77,E120,Q,1
511,3,Passenger_511,female,,0.0,0,65612,75.21,D89,S,1
498,1,Passenger_498,female,48.4,1.0,3,16631,46.51,,C,1
681,3,Passenger_681,male,28.2,0.0,3,66525,-0.86,,S,0
652,3,Passenger_652,male,,4.0,2,52955,56.47,nan86,,1
102,3,Passenger_102,male,,2.0,2,90444,-8.97,nan132,C,0
391,3,Passenger_391,female,28.6,2.0,2,16388,38.88,E98,C,0
732,3,Passenger_732,female,,1.0,2,83065,89.03,nan98,,0
134,2,Passenger_134,male,41.7,4.0,0,90137,124.51,D111,S,1
241,3,Passenger_241,male,15.3,4.0,0,16443,10.87,C11,S,0
530,3,Passenger_530,male,26.4,3.0,2,80065,54.96,,S,1
723,1,Passenger_723,female,12.7,3.0,2,92091,43.89,B62,S,0
223,1,Passenger_223,female,60.2,3.0,2,69970,41.85,nan45,,0
963,2,Passenger_963,female,29.7,4.0,2,94375,,D12,S,1
958,1,Passenger_958,male,,0.0,3,13183,24.61,B122,,1
778,3,Passenger_778,male,36.5,1.0,2,92311,36.58,A125,C,0
36,3,Passenger_36,female,36.2,2.0,2,37759,120.81,,S,1
930,2,Passenger_930,female,50.3,4.0,1,64795,94.32,C96,S,1
519,3,Passenger_519,female,44.0,0.0,3,87532,,,C,1
412,3,Passenger_412,male,12.4,4.0,1,93298,39.44,D120,S,1
793,3,Passenger_793,male,17.3,2.0,3,73951,64.22,E24,S,0
75,3,Passenger_75,male,18.7,4.0,4,39740,9.96,,S,0
920,1,Passenger_920,female,,3.0,0,40104,19.13,A113,S,0
334,1,Passenger_334,male,32.6,2.0,4,72015,7.66,C28,S,0
673,1,Passenger_673,female,,4.0,3,31893,26.47,C98,,1
601,1,Passenger_601,female,53.0,2.0,2,25124,87.07,E40,S,0
836,2,Passenger_836,male,45.0,2.0,0,48565,111.17,B134,S,1
625,3,Passenger_625,female,31.2,1.0,4,75788,,A146,,1
132,2,Passenger_132,male,64.9,4.0,0,27831,-23.39,E17,Q,0
465,3,Passenger_465,male,56.2,0.0,0,28026,4.58,E83,S,1
874,2,Passenger_874,female,37.1,1.0,0,21657,80.41,A40,C,0
875,1,Passenger_875,female,44.8,1.0,1,96054,87.48,E119,S,1
980,3,Passenger_980,male,9.5,3.0,1,48878,88.69,C104,C,1
111,2,Passenger_111,female,45.3,1.0,1,56237,14.35,E94,S,0
419,3,Passenger_419,male,,0.0,1,97644,,A94,S,1
144,2,Passenger_144,male,19.4,1.0,0,29934,89.98,C112,S,1
225,2,Passenger_225,female,40.4,3.0,4,70881,,A55,,0
157,3,Passenger_157,female,15.1,1.0,4,37328,4.69,A141,,0
208,3,Passenger_208,female,16.9,4.0,3,89857,51.16,E103,,1
386,3,Passenger_386,female,36.6,0.0,1,23856,102.81,E32,S,1
48,3,Passenger_48,male,20.7,3.0,4,57284,155.8,nan41,C,1
986,3,Passenger_986,female,50.9,3.0,2,15391,-10.52,B145,S,1
738,3,Passenger_738,female,52.4,4.0,0,71630,127.38,B108,C,0
240,1,Passenger_240,male,20.8,4.0,3,20109,87.49,E2,S,1
932,3,Passenger_932,male,34.2,1.0,4,90751,25.33,B129,S,0
404,3,Passenger_404,male,,2.0,4,89449,82.04,nan24,S,0
453,2,Passenger_453,female,42.4,0.0,1,11431,56.39,B64,C,1
809,3,Passenger_809,male,27.3,4.0,2,86451,19.71,nan118,S,0
217,2,Passenger_217,female,20.6,1.0,1,92282,66.08,B63,S,0
868,1,Passenger_868,female,47.3,0.0,2,15837,8.19,D23,C,1
400,3,Passenger_400,female,,2.0,2,55854,71.35,C75,S,1
665,1,Passenger_665,female,32.4,0.0,0,62743,10.78,D114,S,0
475,3,Passenger_475,female,25.3,0.0,2,37027,52.39,D49,S,1
687,3,Passenger_687,male,47.7,2.0,1,59075,117.37,D143,S,1
623,2,Passenger_623,female,8.9,2.0,2,30377,34.15,E41,C,0
925,2,Passenger_925,female,22.3,3.0,1,91913,11.22,E28,S,0
325,3,Passenger_325,male,33.1,3.0,0,94210,23.64,C144,S,0
686,3,Passenger_686,male,15.6,3.0,4,94825,24.58,E80,S,0
180,1,Passenger_180,female,32.4,3.0,4,93923,80.56,D77,C,1
797,3,Passenger_797,male,,4.0,1,46446,19.62,,S,1
804,3,Passenger_804,female,39.0,1.0,2,67936,68.86,E71,Q,0
756,3,Passenger_756,male,22.4,0.0,1,39067,-12.86,nan103,,0
655,2,Passenger_655,male,26.2,1.0,1,97570,72.35,C45,S,0
575,3,Passenger_575,male,41.2,0.0,3,66787,97.1,A148,C,1
202,1,Passenger_202,female,,1.0,0,18433,55.67,E58,S,0
947,1,Passenger_947,male,17.4,2.0,4,13554,103.22,nan81,C,1
577,1,Passenger_577,male,15.2,4.0,4,64647,,nan144,S,0
516,1,Passenger_516,female,25.5,0.0,4,48330,46.64,B66,C,0
438,3,Passenger_438,male,,1.0,3,64584,81.48,D76,S,0
790,3,Passenger_790,female,,1.0,4,82978,-26.41,A131,S,1
277,3,Passenger_277,female,26.5,4.0,3,49054,,nan140,S,1
257,3,Passenger_257,male,30.8,2.0,1,55384,47.56,D52,C,0
440,1,Passenger_440,male,19.8,4.0,4,66530,45.93,A106,S,1
841,1,Passenger_841,male,20.5,2.0,2,96408,17.03,nan145,C,1
249,3,Passenger_249,female,25.5,0.0,0,19595,-5.42,A138,S,0
87,3,Passenger_87,female,30.5,4.0,1,27582,-5.88,E108,C,1
448,3,Passenger_448,male,52.7,3.0,1,88080,92.67,B131,C,1
830,3,Passenger_830,male,36.0,4.0,2,52550,-34.95,C54,,0
917,2,Passenger_917,male,38.6,0.0,2,45889,65.85,A103,C,0
641,1,Passenger_641,male,56.6,0.0,3,74148,35.45,nan32,S,0
446,3,Passenger_446,male,16.7,0.0,3,50226,65.92,nan103,S,0
957,3,Passenger_957,male,26.8,1.0,1,47226,45.83,,S,1
558,1,Passenger_558,male,32.7,1.0,0,53591,40.71,nan70,S,1
186,3,Passenger_186,male,9.2,0.0,2,23925,53.03,D97,S,0
801,3,Passenger_801,female,29.2,4.0,0,34239,-66.18,nan76,,1
395,2,Passenger_395,male,26.8,2.0,3,40202,97.33,B134,S,1
427,2,Passenger_427,male,32.5,0.0,2,12078,103.04,C97,S,1
107,2,Passenger_107,male,28.4,2.0,0,89151,89.76,B144,S,0
477,1,Passenger_477,female,16.6,0.0,4,23885,9.45,E15,S,0
863,3,Passenger_863,male,49.0,4.0,4,78019,111.32,E25,,0
162,3,Passenger_162,male,37.4,4.0,4,47314,-17.71,nan6,,0
58,1,Passenger_58,male,,2.0,2,60240,93.12,A37,S,1
149,1,Passenger_149,female,45.2,2.0,2,63940,75.98,E67,S,0
522,2,Passenger_522,female,29.7,1.0,4,20193,21.81,nan9,C,1
457,1,Passenger_457,male,34.2,1.0,3,31753,36.69,C136,S,0
951,3,Passenger_951,female,22.4,4.0,4,54930,28.34,E101,C,1
228,2,Passenger_228,male,51.9,0.0,2,48741,36.63,D123,S,1
479,3,Passenger_479,female,58.9,1.0,0,89149,,nan87,S,1
